id,year,tabian,name,addName,salePrice,notSalePrice,distance,fuel,gear,color,injure,door,address,web,webid,date
11,2016,ขธ-6097,2016 Mazda Cx-5,2.2 Xdl,"555,700","561,300","141,785",ดีเซล,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Door + LHS Rear  -  Scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-5-car-THA6640017933/
",2023-10-28
12,2016,กร-9530,2016 Mazda Cx-3,2.0 Sp,,"524,600","109,140",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Trunk/Boot/Boot Door  -  ScratchedExterior + Tyres + Tyre + LHS Rear  -  Alloy scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640044338/
",2023-10-28
13,2017,กฎ-4542,2016 Mazda 2,1.3 Skyactiv Sports High Plus,"346,200","366,000","142,480",เบนซิน,เกียร์อัตโนมัติ,ขาว,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Trunk/Boot/Boot Door  -  Scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640032418/
",2023-10-28
14,2017,กฐ-6545,2016 Mazda 2,1.3 Skyactiv Sports High Plus,"349,700","369,700","119,670",เบนซิน,เกียร์อัตโนมัติ,ขาว,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดElectrical + Interior + Feature + Instrument Cluster  -  Glass brokenมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640035401/
",2023-10-28
15,2016,กท-875,2016 Mazda 2,1.3 Skyactiv Sport High Connect,,"354,200","140,674",เบนซิน,เกียร์อัตโนมัติ,ขาว,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousElectrical + Interior + Feature + Window Switch/Handle + RHS Front  -  Switch/handle damagedElectrical + Interior + Feature + Dashboard  -  Damage/ stain/ scratch Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640034737/
",2023-10-28
16,2016,กภ-3410,2016 Mazda Cx-3,2.0 S,"455,000","474,000","138,190",เบนซิน,เกียร์อัตโนมัติ,ดำ,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดElectrical + Interior + Feature + Instrument Cluster  -  Glass brokenมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640032604/
",2023-10-28
17,2016,ขน-5691,2016 Mazda Cx-3,2.0 S,"450,400","469,200","153,563",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Tyre + LHS Rear  -  Alloy scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640006581/
",2023-10-28
18,2017,กธ-4511,2016 Mazda Cx-3,2.0 S,"450,400","469,200","154,039",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 3 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Trunk/Boot/Boot Door  -  ScratchedExterior + Tyres + Tyre + RHS - Front Exterior + Tyres + Tyre + LHS Front  -  Alloy scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640008076/
",2023-10-28
19,2017,กส-4342,2016 Mazda 2,1.3 Skyactiv Sports High Plus,"353,300","373,500","74,636",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดElectrical + Interior + Feature + Dashboard  -  Scratches on switches or dashboardมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640038608/
",2023-10-28
20,2016,ขญ-7643,2016 Mazda 2,1.3 Skyactiv Sports High Plus,"349,700","351,400","98,844",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดElectrical + Interior + Feature + Steering Handle  -  Steering cover torn/damagedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640011389/
",2023-10-28
21,2017,กฬ-1639,2016 Mazda 3,2.0 Sp Sports,"484,600","489,500","158,702",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640019354/
",2023-10-28
22,2017,กอ-5909,2016 Mazda 3,2.0 Sp Sports,"494,600","499,600","100,191",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Tyre + RHS Rear  -  Alloy Damagedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640035161/
",2023-10-28
23,2017,ขบ-9167,2016 Mazda 2,1.3 Skyactiv High Plus,,"379,100","26,647",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6612017603/
",2023-10-28
24,2016,กม-8133,2016 Mazda 3,2.0 C Sports,,"419,700","102,164",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Door Handles + RHS Rear  -  ScratchedExterior + Tyres + Trunk/Boot/Boot Door  -  Scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640036410/
",2023-10-28
25,2017,ขฐ-5233,2016 Mazda Cx-3,2.0 Sp,"493,500","498,500","43,144",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Tyre + RHS - Front Exterior + Tyres + Tyre + LHS Front  -  Alloy scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640016811/
",2023-10-28
26,2016,กธ-8997,2016 Mazda 2,1.3 Skyactiv Sports High Plus,"349,700","369,700","117,931",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640006474/
",2023-10-28
27,2018,กฆ-5429,2017 Mazda 3,2.0 S Sports,"441,100","488,100","153,423",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Tyre + LHS Rear  -  Alloy scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6633000006/
",2023-10-28
28,2017,กบ-4856,2017 Mazda Cx-3,2.0 S,,"488,600","85,793",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640039855/
",2023-10-28
29,2017,กข-5265,2017 Mazda 3,2.0 Sp Sports,,"535,000","72,580",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 3 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Tyre + RHS - Front Exterior + Tyres + Tyre + LHS Front  -  Alloy scratchedExterior + Tyres + Tyre + LHS Rear  -  Alloy scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640038211/
",2023-10-28
30,2018,กต-6856,2017 Mazda Cx-5,2.0 S,"612,900","628,600","79,243",เบนซิน,เกียร์อัตโนมัติ,ขาว,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-5-car-THA6640004797/
",2023-10-28
31,2017,ขภ-7099,2017 Mazda 3,2.0 Sp Sports,"535,000","577,300","63,392",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 3 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Trunk/Boot/Boot Door  -  ScratchedExterior + Tyres + Tyre + RHS Rear  -  Alloy scratchedExterior + Tyres + Tyre + LHS Front  -  Alloy scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640033582/
",2023-10-28
32,2017,กล-6900,2017 Mazda 3,2.0 Sp Sports,"529,700","535,000","66,860",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640034619/
",2023-10-28
33,2019,ขฒ-9270,2017 Mazda 3,2.0 S Sports,,"508,600","85,626",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดLights + Tail Light + RHS  -  Brokenมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6611006228/
",2023-10-28
34,2018,กจ-6155,2017 Mazda 2,1.3 Skyactiv Sports High Plus,,"370,200","119,416",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640032729/
",2023-10-28
35,2017,กบ-6188,2017 Mazda 3,2.0 Sp Sports,"524,300","529,600","100,018",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Tyre + RHS Rear  -  Alloy scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640019825/
",2023-10-28
36,2018,ขต-6707,2017 Mazda Cx-5,2.2 Xdl,"763,800","775,400","65,444",ดีเซล,เกียร์อัตโนมัติ,ขาว,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-5-car-THA6640002860/
",2023-10-28
37,2018,ขต-7419,2018 Mazda 2,1.3 Skyactiv Sports High Connect,"392,500","400,500","79,579",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6612015841/
",2023-10-28
38,2018,กว-6775,2018 Mazda 2,1.3 Skyactiv High Plus,"394,900","407,100","91,295",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640008769/
",2023-10-28
39,2018,ขภ-8536,2018 Mazda 2,1.3 Skyactiv Sports High Connect,"384,700","398,700","62,101",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640024472/
",2023-10-28
40,2019,กจ-358,2018 Mazda 3,2.0 S Sports,,"528,700","90,794",เบนซิน,เกียร์อัตโนมัติ,ขาว,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Windshield + Front  -  Scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640035751/
",2023-10-28
41,2018,กส-9766,2018 Mazda 2,1.5 Skyactiv Xd Sports High Plus L,"403,600","471,000","169,457",ดีเซล,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Pillar + RHS C  -  Scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6630010211/
",2023-10-28
42,2019,กย-6695,2018 Mazda Cx-3,2.0 Sp,"564,600","598,700","60,772",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Trunk/Boot/Boot Door  -  Scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6615006494/
",2023-10-28
43,2018,กษ-1150,2018 Mazda 3,2.0 S Sports,"489,500","523,300","104,627",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดLights + Tail Light + LHS  -  Brokenมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6630011152/
",2023-10-28
44,2018,กศ-3949,2018 Mazda 2,1.3 Skyactiv Sports High Connect,,"392,500","39,046",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Bumper + Rear  -  ScratchedExterior + Tyres + Door + LHS Front  -  Scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640042638/
",2023-10-28
45,2018,กค-3177,2018 Mazda Cx-5,2.0 Sp,"751,500","766,800","119,819",เบนซิน,เกียร์อัตโนมัติ,ขาว,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-5-car-THA6640022493/
",2023-10-28
46,2018,ขภ-9611,2018 Mazda 2,1.3 Skyactiv Sports High Connect,"392,500","406,800","39,410",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640031229/
",2023-10-28
47,2018,กฐ-4785,2018 Mazda 2,1.3 Skyactiv Sports High Plus,"390,700","417,400","80,068",เบนซิน,เกียร์อัตโนมัติ,ดำ,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640035118/
",2023-10-28
48,2018,ขบ-7300,2018 Mazda 2,1.3 Skyactiv Sports High Connect,,"398,700","80,134",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6612017783/
",2023-10-28
49,2018,ขบ-3859,2018 Mazda Cx-5,2.0 Sp,"762,800","770,500","102,947",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousElectrical + Interior + Feature + Dashboard  -  Scratches on switches or dashboardElectrical + Interior + Feature + Ceiling  -  Roof lining torn/dirty (exclude religious marking) Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-5-car-THA6640032011/
",2023-10-28
50,2018,กฎ-6140,2018 Mazda 2,1.3 Skyactiv Sports High Plus,"398,700","425,900","44,389",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Tyre + LHS Front  -  Alloy scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640035330/
",2023-10-28
51,2018,ขบ-7807,2018 Mazda 2,1.3 Skyactiv Sports High Connect,"376,900","413,200","109,020",เบนซิน,เกียร์อัตโนมัติ,แดง,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดExterior + Tyres + Running Board + RHS  -  Scratchedมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640031613/
",2023-10-28
52,2018,กษ-933,2018 Mazda Cx-3,2.0 Sp,,"592,500","102,517",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดElectrical + Interior + Feature + Dashboard  -  Scratches on switches or dashboardมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640029439/
",2023-10-28
53,2018,กร-8526,2018 Mazda 2,1.3 Skyactiv Sports High Connect,"380,800","394,700","83,279",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 1 จุดดูรายละเอียดทั้งหมดElectrical + Interior + Feature + Dashboard  -  Scratches on switches or dashboardมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640006693/
",2023-10-28
54,2018,กร-8148,2018 Mazda 2,1.3 Skyactiv Sports High Plus,"394,700","419,700","60,717",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640027939/
",2023-10-28
55,2018,ขถ-5046,2018 Mazda 2,1.3 Skyactiv Sports High Plus,"394,700","421,700","72,624",เบนซิน,เกียร์อัตโนมัติ,เทา,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Windshield + Front  -  ScratchedExterior + Tyres + Trunk/Boot/Boot Door  -  Scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640025508/
",2023-10-28
56,2018,กก-8001,2018 Mazda 2,1.3 Skyactiv Sports High Plus,"390,700","411,200","82,883",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640021976/
",2023-10-28
57,2019,ขพ-7442,2019 Mazda Cx-3,2.0 Sp,"600,600","647,100","38,549",เบนซิน,เกียร์อัตโนมัติ,ขาว,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640021718/
",2023-10-28
58,2021,ขส-1541,2019 Mazda 3,2.0 Sp Sport,,"773,500","25,702",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640008135/
",2023-10-28
59,2020,ขภ-5244,2019 Mazda Cx-3,2.0 Sp,,"653,600","35,014",เบนซิน,เกียร์อัตโนมัติ,ขาว,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-cx-3-car-THA6640037358/
",2023-10-28
60,2020,กษ-2229,2019 Mazda 3,2.0 Sp Sport,"724,000","737,400","103,902",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640033263/
",2023-10-28
61,2019,ขท-3024,2019 Mazda 3,2.0 S,,"580,700","68,911",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-3-car-THA6640006442/
",2023-10-28
62,2020,ขภ-6051,2019 Mazda 2,1.3 Skyactiv Sports High Connect,,"409,200","88,736",เบนซิน,เกียร์อัตโนมัติ,ขาว,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6611008439/
",2023-10-28
