,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
522,2019,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,white,97500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11698666?auc=true,539000
523,2021,Mazda,2,1.3,SP,Sedan,AT,15.0,25.0,red,47500,2023-10-25,mazda-2-sp-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11969217?auc=true,459000
524,2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,42500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12792418?auc=true,449000
525,2018,Mazda,CX-5,2.0,C,SUV,AT,17.0,23.0,black,62500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11828503?auc=true,659000
526,2018,Mazda,3,2.0,SP,Sedan,AT,14.0,18.0,brown,62500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12023827?auc=true,509000
527,2019,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,12500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-อ่อนนุช/12709328,588000
528,2014,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,167500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12318370,356900
529,2019,Mazda,CX-5,2.2,XD,SUV,AT,17.0,23.0,white,85775,2023-10-25,mazda-cx-5-xd-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12283384,917900
530,2019,Mazda,CX-5,2.2,XD,SUV,AT,17.0,23.0,white,87500,2023-10-25,mazda-cx-5-xd-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12324350,917900
531,2016,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,silver,107500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12842177,440000
532,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,silver,92500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11374129,759000
533,2020,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,white,82500,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11383193,1055000
534,2018,Mazda,CX-5,2.0,C,SUV,AT,17.0,23.0,red,2500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12841153,699000
535,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,90375,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12346664,395900
536,2021,Mazda,CX-8,2.2,XDL Exclusive 4WD,SUV,AT,19.0,25.0,black,82500,2023-10-25,mazda-cx-8-xdl-exclusive-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12229697,1249000
537,2018,Mazda,3,2.0,C,Sedan,AT,14.0,18.0,gray,27500,2023-10-25,mazda-3-c-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12794234?auc=true,379000
538,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,black,17500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12753068?auc=true,329000
539,2015,Mazda,3,2.0,Racing Series Limited Edition,Hatchback,AT,14.0,17.0,red,32500,2023-10-25,mazda-3-racing-series-limited-edition-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12841934,455000
540,2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,93390,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12780343?auc=true,345000
541,2017,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,gray,27500,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/11552437?auc=true,404000
542,2017,Mazda,3,2.0,E Sports,Hatchback,AT,14.0,18.0,red,2500,2023-10-25,mazda-3-e-sports-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/11668919?auc=true,419000
543,2017,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,102500,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12799307,397900
544,2019,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,22.0,black,47315,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11837526?auc=true,437000
545,2012,Mazda,BT-50 PRO,3.2,DOUBLE CAB R 4WD,Pickup,AT,,,sky,222500,2023-10-25,mazda-bt-50-pro-r-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12343152?auc=true,344000
546,2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,162500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12231026?auc=true,244000
547,2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,brown,122500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12291787?auc=true,444000
548,2012,Mazda,2,1.5,Spirit,Sedan,AT,9.0,14.0,gray,157500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12065729?auc=true,154000
549,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,67500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12590198?auc=true,754000
550,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,102500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12296405?auc=true,344000
551,2012,Mazda,2,1.5,Sports Groove,Hatchback,MT,9.0,14.0,white,97500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12475575?auc=true,134000
552,2011,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,green,2500,2023-10-25,mazda-2-sports-spirit-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12840655,189000
553,2011,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,157500,2023-10-25,mazda-2-elegance-spirit-ภาคตะวันออก-อำเภอเมืองระยอง/12603655,199000
554,2014,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,red,22500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-พระราม3-สาทร-พระราม4/12840575,270000
555,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,blue,32500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-อ่อนนุช/12762286,829000
556,2011,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,white,167500,2023-10-25,mazda-2-elegance-groove-กรุงเทพและปริมณฑล-มีนบุรี/9285469,195000
557,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,22.0,red,107500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11570821?auc=true,359000
558,2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,black,28246,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12323766?auc=true,438000
559,2016,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,127500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12813172,335000
560,2020,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,white,2500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12763279,819000
561,2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,87500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12244376?auc=true,454000
562,2016,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,white,82500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12578880,299000
563,2020,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,red,122500,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12660568,799000
564,2017,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,107500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อ่อนนุช/12653796?auc=true,399999
565,2020,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,red,82500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/11708288?auc=true,448000
566,2013,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,gray,122500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12108573?auc=true,239000
567,2019,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,gray,134000,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12727669?auc=true,459000
568,2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,172197,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองลำปาง/12838391,310000
569,2017,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,107500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12783741?auc=true,459000
570,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,2500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-อำเภอเมืองปทุมธานี/12711802,849000
571,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,white,100509,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12430119?auc=true,698000
572,2017,Mazda,2,1.5,XD Sports High Connect,Hatchback,AT,15.0,25.0,blue,87500,2023-10-25,mazda-2-xd-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12837803,348000
573,2021,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,gray,23785,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12167517?auc=true,598000
574,2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,132500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12791890?auc=true,469000
575,2021,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,white,67500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12788816?auc=true,459000
576,2012,Mazda,2,1.5,Sports Groove,Hatchback,MT,9.0,14.0,white,77500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12788649?auc=true,189000
577,2013,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,red,117500,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-อำเภอเมืองสมุทรปราการ/12835730,225000
578,2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,brown,67500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12531279,571900
579,2019,Mazda,CX-5,2.0,C,SUV,AT,17.0,23.0,gray,102500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12380060,586900
580,2014,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,sky,102500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12379928,356900
581,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,17500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12639500,826900
582,2017,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,black,51000,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12835721,459000
583,2021,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,white,42500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12788343?auc=true,464000
584,2014,Mazda,3,2.0,C Sports,Hatchback,AT,14.0,18.0,gray,119217,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12528895?auc=true,358000
585,2020,Mazda,3,2.0,S,Sedan,AT,19.0,24.0,gray,39672,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12528829?auc=true,698000
586,2014,Mazda,CX-5,2.0,C,SUV,AT,13.0,16.0,white,107179,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12696114?auc=true,388000
587,2018,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,gray,32665,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12399630?auc=true,528000
588,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,47276,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12568434?auc=true,418000
589,2021,Mazda,2,1.3,C Sports,Hatchback,AT,15.0,25.0,gray,27500,2023-10-25,mazda-2-c-sports-กรุงเทพและปริมณฑล-อำเภอเมืองสมุทรปราการ/12553339,439000
590,2015,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,87558,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12569532?auc=true,348000
591,2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,blue,297500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12784353?auc=true,349000
592,2017,Mazda,2,1.5,XD High Plus L,Sedan,AT,15.0,25.0,black,77500,2023-10-25,mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12524160,456900
593,2018,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,142500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12421946,512900
594,2016,Mazda,2,1.5,XD Sport High Plus L,Hatchback,AT,15.0,25.0,red,152500,2023-10-25,mazda-2-xd-sport-high-plus-l-ภาคตะวันออก-อำเภอเมืองจันทบุรี/12834999,389000
595,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,77500,2023-10-25,mazda-2-sports-high-connect-ภาคอีสาน-อำเภอเมืองขอนแก่น/12834660?auc=true,398000
596,2006,Mazda,3,2.0,R Sport,Hatchback,AT,5.0,10.0,blue,2500,2023-10-25,mazda-3-r-sport-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/10234865?auc=true,159000
597,2015,Mazda,2,1.5,XD Sport High Plus L,Hatchback,AT,15.0,22.0,brown,2500,2023-10-25,mazda-2-xd-sport-high-plus-l-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11908986?auc=true,349000
598,2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,54817,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12204858?auc=true,360000
599,2018,Mazda,CX-5,2.0,C,SUV,AT,17.0,23.0,black,92500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12772153,679000
600,2011,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,red,107500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12168921,155000
601,2015,Mazda,2,1.3,High Connect,Sedan,AT,15.0,22.0,blue,107500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11271318,299000
602,2019,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,gray,170000,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12769933,615000
603,2016,Mazda,CX-3,1.5,XDL,SUV,AT,15.0,22.0,black,120000,2023-10-25,mazda-cx-3-xdl-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12367535,475000
604,2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,brown,80000,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12833350,326000
605,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,18935,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12554787?carsome=true,826900
