car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,35805,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12686626,439000
2019,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,gray,79547,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12687668?auc=true,755000
2018,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,62500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12544736,399000
2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,26838,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12102404?auc=true,459000
2011,Mazda,3,2.0,Maxx,Sedan,AT,11.0,14.0,white,2500,2023-10-25,mazda-3-maxx-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12638814,235000
2010,Mazda,2,1.5,Maxx Sports,Hatchback,AT,9.0,14.0,gray,122500,2023-10-25,mazda-2-maxx-sports-ภาคเหนือ-อำเภอสารภี/12685250,230000
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,87500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12546321?auc=true,379000
2020,Mazda,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,Pickup,MT,,,silver,20000,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11794128,528000
2021,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,white,42500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12641056?auc=true,469000
2017,Mazda,2,1.5,XD High Plus L,Sedan,AT,15.0,25.0,red,37569,2023-10-25,mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12076387,361900
2017,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,gray,112291,2023-10-25,mazda-cx-5-sp-ภาคใต้-อำเภอเมืองภูเก็ต/12535305,699000
2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,sky,126157,2023-10-25,mazda-2-elegance-spirit-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12645012,259000
2015,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,white,142500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/8508874,479000
2014,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,white,207500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12357133,408000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,43200,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12519270?auc=true,389000
2022,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,gray,17500,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/11360104?auc=true,649000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,82500,2023-10-25,mazda-2-high-connect-ภาคอีสาน-อำเภอเมืองอุดรธานี/11994493?auc=true,429000
2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,red,127500,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-ลำลูกกา/12627514?auc=true,369000
2016,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,black,127500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันตก-อำเภอบ้านโป่ง/12671954,387000
2012,Mazda,2,1.5,Sports Maxx,Hatchback,AT,9.0,14.0,white,107500,2023-10-25,mazda-2-sports-maxx-ภาคอีสาน-อำเภอเมืองอุดรธานี/12670666,229000
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12349492,359000
2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,2500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอนครชัยศรี/10911866,419000
2019,Mazda,CX-5,2.0,C,SUV,AT,17.0,23.0,white,82500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12346342,699000
2012,Mazda,2,1.5,Sports Groove,Hatchback,MT,9.0,14.0,white,77500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12537565?auc=true,189000
2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,black,152500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12588740,499000
2020,Mazda,CX-8,2.2,XDL Exclusive 4WD,SUV,AT,19.0,25.0,red,37500,2023-10-25,mazda-cx-8-xdl-exclusive-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11753851,1229000
2014,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,gray,127500,2023-10-25,mazda-2-elegance-groove-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12197635?auc=true,224000
2018,Mazda,3,2.0,E Sports,Hatchback,AT,14.0,18.0,gray,101323,2023-10-25,mazda-3-e-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12638180?auc=true,449000
2011,Mazda,BT-50,2.5,SINGLE S,Pickup,MT,,,white,112500,2023-10-25,mazda-bt-50-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12197748?auc=true,104000
2021,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,red,28000,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12663111?auc=true,999000
2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,60000,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/10494289,399000
2020,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,brown,18149,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12196874,499000
2019,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,black,142500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-อ่อนนุช/11911594?auc=true,628000
2015,Mazda,BT-50 PRO,2.5,FREE STYLE CAB S,Pickup,MT,,,black,142292,2023-10-25,mazda-bt-50-pro-s-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12455398,329000
2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,gray,142500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12618365?auc=true,189000
2018,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,37500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/11538960?auc=true,354000
2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,127500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572276?auc=true,399000
2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,blue,227500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12645849,688000
2021,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,red,30727,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-มีนบุรี/12597115?auc=true,1088000
2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,57500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/9419037?auc=true,357000
2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,22.0,red,52500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/11896370?auc=true,397001
2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,57500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12564380?auc=true,375000
2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,72500,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/11433264,348000
2001,Mazda,Fighter,2.9,DOUBLE CAB,Pickup,MT,,,gold,2500,2023-10-25,mazda-fighter-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11957869,98000
2022,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,silver,16197,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-มีนบุรี/12453543?auc=true,469000
2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,white,175198,2023-10-25,mazda-2-sports-spirit-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12623064,249000
2016,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,gray,104361,2023-10-25,mazda-2-high-plus-ภาคเหนือ-อำเภอดอยสะเก็ด/12379819,339000
2020,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,gray,37500,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9484132,1102800
2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,black,72500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12045483?auc=true,699000
2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,black,37500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/11815155?auc=true,389000
2016,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,132500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12003630?auc=true,339000
2017,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,silver,77500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12057604?auc=true,349000
2014,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,brown,132500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12549557,379000
2022,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,white,82500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12093094,569000
2019,Mazda,2,1.5,XDL,Sedan,AT,15.0,22.0,gray,100000,2023-10-25,mazda-2-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12062221,428000
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,44466,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12548907?auc=true,379000
2021,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,white,14248,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11494521?auc=true,458000
2022,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,white,14838,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12213933?auc=true,898000
2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,22.0,white,23486,2023-10-25,mazda-2-sports-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11553553?auc=true,455000
2012,Mazda,3,2.0,Maxx Sports,Hatchback,AT,11.0,14.0,white,157500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12402993,268000
2021,Mazda,CX-30,2.0,C,SUV,AT,20.0,25.0,gray,17500,2023-10-25,mazda-cx-30-c-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12282577,769000
2015,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,gray,117500,2023-10-25,mazda-3-s-ภาคตะวันออก-อำเภอเมืองระยอง/11208461,459000
2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,23638,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12459950,428000
2017,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,red,122500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12447503,339000
2019,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,white,72500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-อ่อนนุช/12566697?auc=true,399999
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,22.0,white,92500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12134881?auc=true,379999
2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,gray,147500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-อ่อนนุช/12486068?auc=true,579000
2021,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,white,10000,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/10739632,619000
2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,black,107500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12594058,660000
2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,gray,2500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12261310?auc=true,409000
2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,silver,2500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12167612?auc=true,389000
2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,92500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12320233,339000
2018,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,black,58109,2023-10-25,mazda-2-sports-high-ภาคตะวันออก-อำเภอเมืองระยอง/12599808,375000
2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,154104,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-มีนบุรี/12589760,355000
2017,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,105372,2023-10-25,mazda-3-s-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12507675?auc=true,498000
2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,white,112500,2023-10-25,mazda-cx-5-xdl-ภาคตะวันออก-อำเภอบางละมุง/12353661,560000
2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,72500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11827995,769000
2019,Mazda,3,2.0,C,Sedan,AT,19.0,24.0,black,52454,2023-10-25,mazda-3-c-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12521281?auc=true,699000
2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,black,127500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11969642,438000
2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,21531,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12281707?auc=true,489000
2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,black,152500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-มีนบุรี/12597159?auc=true,358000
2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,white,67500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12567359?auc=true,459000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,52500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12562770?auc=true,384000
2016,Mazda,2,1.5,XD Sports High Plus,,AT,15.0,25.0,red,142500,2023-10-25,mazda-2-xd-sports-high-plus-ภาคอีสาน-อำเภอโพนพิสัย/12505772,349000
2020,Mazda,3,2.0,S Sports,Hatchback,AT,19.0,24.0,gray,67500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12562498?auc=true,729000
