id,name,cost,mile,status,color,gear,web,webid,date
1,2015 Mazda 2 1.5 (ปี 09-14) Sports Maxx Sports Hatchback,"245,000",140000 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-maxx-sports-กรุงเทพและปริมณฑล-มีนบุรี/12578114
",2023-10-25
2,2012 Mazda 3 2.0 (ปี 11-14) Maxx Sports Hatchback,"269,000",82000 km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-maxx-sports-กรุงเทพและปริมณฑล-มีนบุรี/10980528
",2023-10-25
3,2021 Mazda 2 1.3 (ปี 15-25) 1.3 S Leather Sedan AT,"390,000",35 - 40K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-ภาคอีสาน-อำเภอเมืองร้อยเอ็ด/12772555
",2023-10-25
4,2021 Mazda CX-30 2.0 (ปี 20-25) 2.0 SP SUV AT,"650,000",80 - 85K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-อำเภอบางพลี/12745479
",2023-10-25
5,2016 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"357,900",150 - 155K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12846477
",2023-10-25
6,2021 Mazda 2 1.3 (ปี 15-25) S Sports Hatchback,"549,000",18033 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-sports-กรุงเทพและปริมณฑล-มีนบุรี/12777830?auc=true
",2023-10-25
7,2018 Mazda 2 1.3 (ปี 15-22) High Connect Sedan,"405,000",35 - 40K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคอีสาน-อำเภอเมืองอุดรธานี/11348706
",2023-10-25
8,2016 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"354,900",155 - 160K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12856098
",2023-10-25
9,2021 Mazda 2 1.3 (ปี 15-25) S Leather Sedan,"459,000",41000 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12430853?auc=true
",2023-10-25
10,2017 Mazda 2 1.3 (ปี 15-25) Sports High Plus Hatchback,"378,000",53040 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-plus-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12799458?auc=true
",2023-10-25
11,2019 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"335,900",111092 km,รถมือสอง,สีน้ำตาล,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12290745?carsome=true
",2023-10-25
12,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"465,900",75 - 80K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12860089
",2023-10-25
13,2018 Mazda BT-50 PRO 2.2 DOUBLE CAB 2.2 Hi-Racer Pickup AT,"439,000",35 - 40K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองชลบุรี/11958860
",2023-10-25
14,2014 Mazda 3 2.0 (ปี 14-18) C Sports Hatchback AT,"395,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12189320?auc=true
",2023-10-25
15,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"418,900",30 - 35K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12847768
",2023-10-25
16,2022 Mazda 2 1.3 (ปี 15-25) S Sedan,"459,999",10486 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12767573?auc=true
",2023-10-25
17,2018 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"512,900",140 - 145K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12294613?carsome=true
",2023-10-25
18,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"758,900",65472 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12284681?carsome=true
",2023-10-25
19,2017 Mazda 2 1.5 (ปี 15-25) XD High Plus L Sedan,"361,900",37569 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12067309?carsome=true
",2023-10-25
20,2018 Mazda 2 1.3 (ปี 15-25) 1.3 High Plus Sedan AT,"349,000",70 - 75K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-ภาคเหนือ-อำเภอพาน/12494069
",2023-10-25
21,2012 Mazda 2 1.5 (ปี 09-14) 1.5 Elegance Spirit Sedan AT,"189,000",200 - 205K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12566234
",2023-10-25
22,2017 Mazda 2 1.3 (ปี 15-25) High Sedan,"359,000",90 - 95K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-ภาคตะวันออก-อำเภอเมืองชลบุรี/12713804?auc=true
",2023-10-25
23,2021 Mazda CX-3 2.0 (ปี 15-22) Base Plus SUV,"599,000",30 - 35K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-base-plus-ภาคตะวันออก-อำเภอเมืองชลบุรี/12713655?auc=true
",2023-10-25
24,2015 Mazda 3 2.0 (ปี 14-18) S Sedan,"459,000",115 - 120K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-ภาคตะวันออก-อำเภอเมืองชลบุรี/8928162?auc=true
",2023-10-25
25,2017 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"519,000",125 - 130K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-ภาคตะวันออก-อำเภอเมืองชลบุรี/12172933?auc=true
",2023-10-25
26,2014 Mazda CX-5 2.2 (ปี 13-16) 2.2 XDL 4WD SUV AT,"500,000",80 - 85K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-ภาคใต้-อำเภอถลาง/12858020
",2023-10-25
27,2021 Mazda CX-3 2.0 (ปี 15-22) Comfort SUV,"579,000",50 - 55K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-comfort-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12835110
",2023-10-25
28,2017 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"309,000",130 - 135K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12553996
",2023-10-25
29,2020 Mazda 2 1.3 (ปี 15-25) 1.3 High Connect Sedan AT,"450,000",45 - 50K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคตะวันออก-อำเภอศรีราชา/12627168
",2023-10-25
30,2017 Mazda CX-3 2.0 (ปี 15-22) 2.0 S SUV AT,"415,000",90 - 95K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12856819
",2023-10-25
31,2016 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"357,900",150 - 155K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12815141
",2023-10-25
32,2019 Mazda CX-5 2.5 (ปี 17-23) Turbo SP 4WD SUV,"922,900",24086 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-turbo-sp-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12310127
",2023-10-25
33,2023 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"869,999",27787 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12632856?auc=true
",2023-10-25
34,2020 Mazda CX-5 2.0 (ปี 17-23) S SUV,"799,000",134105 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12588550?auc=true
",2023-10-25
35,2021 Mazda CX-30 (ปี 20-25) 2.0 SP SUV AT,"869,000",15 - 20K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-ภาคตะวันตก-อำเภอหัวหิน/12793514
",2023-10-25
36,2017 Mazda 2 1.3 (ปี 15-25) Sports Standard Hatchback,"298,000",135 - 140K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-standard-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12675645
",2023-10-25
37,2012 Mazda 3 2.0 (ปี 11-14) 2.0 Maxx Sports Hatchback AT,"220,000",10 - 15K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-maxx-sports-กรุงเทพและปริมณฑล-ลำลูกกา/12636964
",2023-10-25
38,2011 Mazda 3 2.0 (ปี 11-14) Maxx Sports Hatchback,"278,000",125 - 130K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-maxx-sports-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12189481
",2023-10-25
39,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"371,900",140058 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12162865?carsome=true
",2023-10-25
40,2019 Mazda 2 (ปี 15-25) 1.5 XD High Plus L Sedan AT,"369,000",160 - 165K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-l-ภาคตะวันออก-อำเภอศรีราชา/12648861
",2023-10-25
41,2022 Mazda 3 2.0 (ปี 19-24) SP Sedan AT,"799,000",22450 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12643457?auc=true
",2023-10-25
42,2018 Mazda 2 1.3 (ปี 15-25) Sports High Plus Hatchback,"379,000",105 - 110K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12625927
",2023-10-25
43,2015 Mazda CX-5 2.0 (ปี 13-16) S SUV,"419,000",145 - 150K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11847834
",2023-10-25
44,2018 Mazda 2 1.3 (ปี 15-22) Sports High Connect Hatchback,"347,000",37461 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12127275?auc=true
",2023-10-25
46,2011 Mazda MX-5 (ปี 05-15) 2.0 Convertible AT,"1,150,000",135 - 140K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-mx-5-กรุงเทพและปริมณฑล-อำเภอเมืองสมุทรปราการ/12815094
",2023-10-25
49,2022 Mazda 2 1.3 (ปี 15-25) S Sports Hatchback,"428,000",28000 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-sports-กรุงเทพและปริมณฑล-อำเภอธัญบุรี/12023033
",2023-10-25
50,2017 Mazda 2 1.3 (ปี 15-25) 1.3 High Connect Sedan AT,"259,000",170 - 175K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12574274
",2023-10-25
51,2022 Mazda 2 1.3 (ปี 15-25) S Leather Sedan,"448,000",30000 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-อำเภอธัญบุรี/12823917
",2023-10-25
52,2021 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"419,000",40 - 45K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-อำเภอเมืองนนทบุรี/12698213
",2023-10-25
53,2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"369,000",65 - 70K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอเมืองนนทบุรี/12687271
",2023-10-25
54,2020 Mazda 2 1.3 (ปี 15-25) E Sedan,"404,900",35 - 40K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-e-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12743417?carsome=true
",2023-10-25
55,2016 Mazda 2 1.3 (ปี 15-25) High Connect Hatchback,"299,000",115 - 120K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12642221?auc=true
",2023-10-25
56,2015 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"369,000",115 - 120K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12182055
",2023-10-25
57,2018 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"334,000",74330 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12317350?auc=true
",2023-10-25
58,2013 Mazda 3 1.6 (ปี 11-14) S Plus Hatchback,"269,000",115 - 120K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12003729
",2023-10-25
59,2017 Mazda CX-5 2.0 (ปี 13-16) S SUV,"559,000",150 - 155K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11969985
",2023-10-25
60,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"389,000",93175 km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-มีนบุรี/12777919?auc=true
",2023-10-25
61,2019 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"409,000",48505 km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-มีนบุรี/11880382?auc=true
",2023-10-25
62,2021 Mazda 2 1.3 (ปี 15-25) S Leather Sedan,"454,000",33639 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-มีนบุรี/12495098?auc=true
",2023-10-25
63,2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"389,000",62684 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-มีนบุรี/11537940?auc=true
",2023-10-25
64,2022 Mazda 2 1.3 (ปี 15-25) C Sedan,"434,000",20 - 25K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-c-กรุงเทพและปริมณฑล-มีนบุรี/12710835?auc=true
",2023-10-25
65,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"389,000",93175 km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-มีนบุรี/12762126?auc=true
",2023-10-25
66,2021 Mazda 2 1.3 (ปี 15-25) S Leather Sedan,"454,000",55742 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-มีนบุรี/12495085?auc=true
",2023-10-25
67,2022 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"479,000",15913 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-มีนบุรี/11935622?auc=true
",2023-10-25
68,2017 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"399,000",112712 km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-มีนบุรี/12803136?auc=true
",2023-10-25
69,2019 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"419,000",46060 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-มีนบุรี/12597537?auc=true
",2023-10-25
70,2020 Mazda 2 1.3 (ปี 15-25) S Leather Sedan,"444,000",60 - 65K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-มีนบุรี/12710848?auc=true
",2023-10-25
71,2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"369,000",30 - 35K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ลำลูกกา/12835491
",2023-10-25
72,2016 Mazda CX-5 2.0 (ปี 13-16) 2.0 S SUV AT,"430,000",145 - 150K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12839822
",2023-10-25
73,2010 Mazda 2 1.5 (ปี 09-14) Maxx Sports Hatchback,"179,000",95 - 100K km,รถมือสอง,สีเขียว,เกียร์อัตโนมัติ,one2car,"mazda-2-maxx-sports-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/12531817?auc=true
",2023-10-25
74,2020 Mazda MX-5 2.0 (ปี 16-20) 2.0 30th Anniversary Convertible MT,"2,990,000",5 - 10K km,รถมือสอง,สีส้ม,เกียร์ธรรมดา,one2car,"mazda-mx-5-30th-anniversary-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12642830
",2023-10-25
75,2016 Mazda 2 1.5 (ปี 15-25) 1.5 XD High Connect Sedan AT,"299,999",160 - 165K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-อำเภอสามโคก/12510851
",2023-10-25
77,2017 Mazda 3 2.0 (ปี 14-18) 2.0 S Sedan AT,"480,000",50 - 55K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-ลำลูกกา/12469647
",2023-10-25
78,2013 Mazda 3 1.6 (ปี 11-14) Spirit Sports Hatchback,"249,000",125 - 130K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-spirit-sports-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12809838
",2023-10-25
79,2018 Mazda 3 2.0 (ปี 14-18) 2.0 S Sports Hatchback AT,"530,000",60 - 65K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12677022
",2023-10-25
80,2020 Mazda CX-3 2.0 (ปี 15-22) 2.0 Comfort SUV AT,"520,000",45 - 50K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-comfort-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12593412
",2023-10-25
81,2015 Mazda 3 2.0 (ปี 14-18) C Sedan,"339,000",120 - 125K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-3-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11764808?auc=true
",2023-10-25
82,2020 Mazda 2 1.3 (ปี 15-25) S Sedan,"447,900",83377 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12759578?carsome=true
",2023-10-25
83,2016 Mazda 2 1.3 (ปี 15-25) 1.3 High Plus Sedan AT,"325,000",55 - 60K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12381855
",2023-10-25
84,2010 Mazda 2 1.5 (ปี 09-14) 1.5 Groove Sedan MT,"160,000",115 - 120K km,รถมือสอง,สีเทา,เกียร์ธรรมดา,one2car,"mazda-2-groove-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12735925
",2023-10-25
85,2014 Mazda 3 2.0 (ปี 14-18) SP Sports Hatchback,"356,900",102206 km,รถมือสอง,สีฟ้า,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12090945?carsome=true
",2023-10-25
86,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"418,900",73842 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12759609?carsome=true
",2023-10-25
87,2017 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"376,900",175 - 180K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12730419
",2023-10-25
88,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"418,900",70 - 75K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12849237
",2023-10-25
89,2017 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"528,900",100 - 105K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12854043
",2023-10-25
90,2017 Mazda 3 2.0 (ปี 14-18) S Sedan,"453,900",80 - 85K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12854089
",2023-10-25
91,2014 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"429,000",60 - 65K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12526233
",2023-10-25
92,2014 Mazda 3 2.0 (ปี 14-18) S Sedan,"389,000",241543 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/11601394
",2023-10-25
93,2017 Mazda 2 1.5 (ปี 15-25) XD Sports High Connect Hatchback AT,"399,999",70 - 75K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sports-high-connect-ภาคกลาง-อำเภอเมืองพิษณุโลก/12819172
",2023-10-25
95,2017 Mazda 2 1.5 (ปี 15-25) XD High Plus L Sedan,"456,900",75 - 80K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12456699
",2023-10-25
96,2021 Mazda 2 1.3 (ปี 15-25) C Sports Hatchback,"460,900",10 - 15K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12506369
",2023-10-25
97,2015 Mazda 3 2.0 (ปี 14-18) S Sedan,"433,900",150 - 155K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12856537
",2023-10-25
98,2016 Mazda 2 1.5 (ปี 15-25) XD Sport High Plus L Hatchback,"384,900",100 - 105K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sport-high-plus-l-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12330648?carsome=true
",2023-10-25
99,2021 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"789,000",35 - 40K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12839291
",2023-10-25
100,2016 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"419,000",90 - 95K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12723978
",2023-10-25
101,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"371,900",140 - 145K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12670399
",2023-10-25
102,2010 Mazda 3 2.0 (ปี 05-10) Maxx Sports Hatchback,"169,000",150 - 155K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-maxx-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12765684?auc=true
",2023-10-25
