id,name,cost,mile,status,color,gear,web,webid,date
2176,2016 Mazda CX-3 2.0 (ปี 15-22) S SUV,"459,000",175 - 180K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12340581?auc=true
",2023-10-25
2177,2016 Mazda CX-5 2.2 (ปี 13-16) XDL 4WD SUV,"569,000",140 - 145K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656530
",2023-10-25
2178,2011 Mazda 2 1.5 (ปี 09-14) Groove Sedan,"179,000",190 - 195K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-groove-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656369
",2023-10-25
2179,2016 Mazda 2 1.5 (ปี 15-25) XD High Plus Sedan,"349,000",140 - 145K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656287
",2023-10-25
2180,2012 Mazda 2 1.5 (ปี 09-14) Spirit Sedan AT,"198,000",110 - 115K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-spirit-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656226
",2023-10-25
2181,2011 Mazda 2 1.5 (ปี 09-14) Sports Groove Hatchback,"189,000",80 - 85K km,รถมือสอง,สีเขียว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656257
",2023-10-25
2182,2019 Mazda CX-3 2.0 (ปี 15-22) S SUV,"189,000",60 - 65K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12561061
",2023-10-25
2183,2018 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"395,000",106316 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคเหนือ-อำเภอพาน/12652438
",2023-10-25
2184,2022 Mazda 3 2.0 (ปี 19-24) SP Sports Hatchback,"839,000",18000 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12651460?auc=true
",2023-10-25
2185,2015 Mazda 2 1.5 (ปี 15-25) XD Sports High Plus Hatchback,"299,000",0 - 5K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sports-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12446506
",2023-10-25
2186,2016 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"369,000",90 - 95K km,รถมือสอง,สีดำ,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองบุรีรัมย์/12646654
",2023-10-25
2187,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"389,000",132056 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12646147
",2023-10-25
2189,2017 Mazda CX-5 2.0 (ปี 17-23) S SUV,"579,000",131484 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-ภาคตะวันออก-อำเภอบางละมุง/12644777
",2023-10-25
2190,2016 Mazda 2 1.5 (ปี 15-25) XD High Plus L Sedan,"319,000",165 - 170K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-อ่อนนุช/12638482
",2023-10-25
2191,2012 Mazda 3 2.0 (ปี 11-14) Maxx Sedan,"255,000",148586 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-maxx-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12202774
",2023-10-25
2192,2016 Mazda CX-5 2.5 (ปี 13-16) S SUV,"528,000",150 - 155K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12634847
",2023-10-25
2193,2021 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"758,000",50 - 55K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12634590
",2023-10-25
2194,2019 Mazda 3 2.0 (ปี 14-18) C Sedan,"529,000",20 - 25K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-c-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12632551
",2023-10-25
2195,2019 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"389,000",50 - 55K km,รถมือสอง,สีน้ำตาล,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคกลาง-อำเภอเมืองลพบุรี/12631181
",2023-10-25
2196,2021 Mazda BT-50 1.9 Standard Cab E Pickup,"389,000",70 - 75K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-e-ภาคกลาง-อำเภอเมืองลพบุรี/12631460
",2023-10-25
2197,2011 Mazda 2 1.5 (ปี 09-14) Spirit Sports Hatchback,"199,000",100 - 105K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-spirit-sports-ภาคตะวันออก-อำเภอเมืองระยอง/12630199
",2023-10-25
2198,2018 Mazda CX-5 2.0 (ปี 17-23) SP SUV,"666,000",170 - 175K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12621970
",2023-10-25
2199,2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"399,000",85 - 90K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12603698
",2023-10-25
2200,2016 Mazda CX-5 2.0 (ปี 13-16) C SUV,"469,000",130 - 135K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11676453
",2023-10-25
2201,2017 Mazda CX-5 2.0 (ปี 13-16) C SUV,"469,000",140 - 145K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12352675
",2023-10-25
2202,2019 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"415,000",46207 km,รถมือสอง,สีเทา,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอพาน/12595574
",2023-10-25
2203,2016 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"348,000",76264 km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอสารภี/12594457
",2023-10-25
2204,2005 Mazda Fighter 2.5 DOUBLE CAB Mid Pickup,"88,000",0 - 5K km,รถมือสอง,สีส้ม,เกียร์ธรรมดา,one2car,"mazda-fighter-mid-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12589764
",2023-10-25
2205,2005 Mazda Fighter 2.5 FREE STYLE CAB Mid Pickup,"139,000",230 - 235K km,รถมือสอง,สีเทา,เกียร์ธรรมดา,one2car,"mazda-fighter-mid-ภาคเหนือ-อำเภอสันทราย/12588652?auc=true
",2023-10-25
2206,2014 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"399,000",125 - 130K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572299?auc=true
",2023-10-25
2207,2014 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"399,000",125 - 130K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572257?auc=true
",2023-10-25
2208,2011 Mazda BT-50 2.5 FREE STYLE CAB Hi-Racer Pickup,"259,000",295 - 300K km,รถมือสอง,สีเทา,เกียร์ธรรมดา,one2car,"mazda-bt-50-hi-racer-ภาคอีสาน-อำเภอโพนพิสัย/12352018
",2023-10-25
2209,2016 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"355,000",50 - 55K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12243784
",2023-10-25
2210,2013 Mazda 2 1.5 (ปี 09-14) Elegance Groove Sedan,"229,000",135 - 140K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-groove-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12579659
",2023-10-25
2211,2015 Mazda 2 1.5 (ปี 09-14) Sports Maxx Sports Hatchback,"245,000",1000 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-maxx-sports-กรุงเทพและปริมณฑล-มีนบุรี/12578093
",2023-10-25
2212,2015 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"335,000",80000 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12564182
",2023-10-25
2213,2017 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"309,000",120 - 125K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12572869?auc=true
",2023-10-25
2214,2014 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"399,000",125 - 130K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572226?auc=true
",2023-10-25
2215,2016 Mazda 2 1.3 (ปี 15-25) High Sedan,"289,000",145 - 150K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12567260?auc=true
",2023-10-25
2216,2019 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"435,000",30 - 35K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12566404
",2023-10-25
2218,2019 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"439,000",125 - 130K km,รถมือสอง,สีน้ำตาล,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองอุดรธานี/12564984?auc=true
",2023-10-25
2219,2015 Mazda 2 1.5 (ปี 15-25) XD High Plus Sedan,"369,000",110 - 115K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12564808?auc=true
",2023-10-25
2220,2017 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"385,000",120 - 125K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12563791?auc=true
",2023-10-25
2221,2018 Mazda 3 2.0 (ปี 14-18) C Sports Hatchback,"599,000",80 - 85K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-c-sports-ภาคตะวันออก-อำเภอศรีราชา/10843905?auc=true
",2023-10-25
2222,2012 Mazda 2 1.5 (ปี 09-14) Sports Spirit Hatchback,"273,000",95 - 100K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-spirit-ภาคตะวันออก-อำเภอศรีราชา/10844247?auc=true
",2023-10-25
2223,2018 Mazda BT-50 PRO 2.2 FREE STYLE CAB THUNDER Hi-Racer Pickup,"418,000",80 - 85K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-thunder-hi-racer-ภาคตะวันออก-อำเภอศรีราชา/10844302?auc=true
",2023-10-25
2224,2018 Mazda CX-3 2.0 (ปี 15-22) S SUV,"558,000",60 - 65K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-อ่อนนุช/12561813
",2023-10-25
2225,2016 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"359,000",186564 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12561212?auc=true
",2023-10-25
2227,2012 Mazda 2 1.5 (ปี 09-14) Elegance Spirit Sedan,"225,000",156422 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-ภาคใต้-อำเภอหาดใหญ่/12557851
",2023-10-25
2228,2019 Mazda 2 1.3 (ปี 15-25) Sports High Plus Hatchback,"419,700",51073 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12554529
",2023-10-25
2229,2011 Mazda 2 1.5 (ปี 09-14) Spirit Sports Hatchback,"209,000",160 - 165K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-spirit-sports-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12272304
",2023-10-25
2231,2014 Mazda 3 2.0 (ปี 14-18) SP Sports Hatchback,"399,000",149051 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-ภาคตะวันออก-อำเภอเมืองชลบุรี/12540716?auc=true
",2023-10-25
2232,2012 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"288,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/11310074
",2023-10-25
2233,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"459,000",0 - 5K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12537637?auc=true
",2023-10-25
2234,2012 Mazda BT-50 PRO 3.2 DOUBLE CAB R 4WD Pickup,"378,000",140 - 145K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-r-ภาคใต้-อำเภอเมืองสงขลา/12319293
",2023-10-25
2235,2021 Mazda 3 2.0 (ปี 19-24) SP Sports Hatchback,"778,000",25 - 30K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12534257
",2023-10-25
2236,2016 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"357,800",116738 km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12533264
",2023-10-25
2237,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"799,000",132624 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-ภาคใต้-อำเภอหาดใหญ่/12241128
",2023-10-25
2238,2016 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"489,000",107334 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12532409?auc=true
",2023-10-25
2239,2018 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"545,000",10 - 15K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12530360?auc=true
",2023-10-25
2240,2008 Mazda MX-5 2.0 (ปี 05-15) Convertible,"1,290,000",110 - 115K km,รถมือสอง,สีเหลือง,เกียร์อัตโนมัติ,one2car,"mazda-mx-5-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12393306
",2023-10-25
2241,2011 Mazda BT-50 2.5 FREE STYLE CAB V Pickup,"229,000",125 - 130K km,รถมือสอง,สีดำ,เกียร์ธรรมดา,one2car,"mazda-bt-50-v-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12229051?auc=true
",2023-10-25
2242,2013 Mazda 2 1.5 (ปี 09-14) Elegance Spirit Sedan,"219,000",245 - 250K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12526258
",2023-10-25
2243,2015 Mazda 2 1.5 (ปี 15-25) XD High Plus Sedan,"359,000",107089 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-ภาคตะวันออก-อำเภอเมืองชลบุรี/12526001?auc=true
",2023-10-25
2244,2019 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"355,000",55 - 60K km,รถมือสอง,สีดำ,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12519831?auc=true
",2023-10-25
2245,2019 Mazda 3 2.0 (ปี 19-24) SP Sports Hatchback,"749,000",40 - 45K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-อ่อนนุช/12519227
",2023-10-25
2246,2022 Mazda 2 1.3 (ปี 15-25) C Sedan,"439,000",20 - 25K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-c-ภาคตะวันออก-อำเภอวังสมบูรณ์/12518599
",2023-10-25
2247,2016 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"499,000",112238 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-ภาคใต้-อำเภอถลาง/11981715
",2023-10-25
2248,2020 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"439,000",65380 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอเมืองชลบุรี/12514525?auc=true
",2023-10-25
2249,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"819,000",45 - 50K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-ภาคตะวันออก-อำเภอเมืองชลบุรี/12509355
",2023-10-25
2250,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"819,000",45 - 50K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-ภาคตะวันออก-อำเภอเมืองชลบุรี/12508557
",2023-10-25
2251,2021 Mazda 2 1.3 (ปี 15-25) S Sedan,"429,000",90900 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12505258?auc=true
",2023-10-25
2252,2017 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"379,000",167691 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-ภาคอีสาน-อำเภอเมืองอุดรธานี/12501968
",2023-10-25
2253,2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"399,000",111448 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-ภาคอีสาน-อำเภอเมืองอุดรธานี/12501887
",2023-10-25
2254,2017 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"519,000",65 - 70K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12497424?auc=true
",2023-10-25
2255,2018 Mazda CX-5 2.2 (ปี 17-23) XDL 4WD SUV,"825,000",0 - 5K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12489106
",2023-10-25
2256,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"379,000",50 - 55K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/12301956
",2023-10-25
2257,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"379,000",45 - 50K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/10279216
",2023-10-25
2258,2017 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"358,000",100 - 105K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12486113
",2023-10-25
2259,2016 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"339,000",0 - 5K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12485362?auc=true
",2023-10-25
2260,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"429,000",50 - 55K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคอีสาน-อำเภอเมืองอุดรธานี/12484294?auc=true
",2023-10-25
2261,2017 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"399,000",130 - 135K km,รถมือสอง,สีดำ,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองนครราชสีมา/12484236?auc=true
",2023-10-25
2262,2021 Mazda 2 1.3 (ปี 15-25) S Leather Sedan,"445,000",55 - 60K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12483820?auc=true
",2023-10-25
2263,2018 Mazda CX-5 2.2 (ปี 17-23) XDL 4WD SUV,"695,000",140 - 145K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12483735?auc=true
",2023-10-25
2264,2010 Mazda 2 1.5 (ปี 09-14) Spirit Sports Hatchback,"190,000",157366 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-spirit-sports-ภาคใต้-อำเภอหาดใหญ่/12472640
",2023-10-25
2265,2012 Mazda 2 1.5 (ปี 09-14) Elegance Groove Sedan,"219,000",120 - 125K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-groove-ภาคอีสาน-อำเภอเมืองนครราชสีมา/12462722
",2023-10-25
2266,2018 Mazda CX-3 2.0 (ปี 15-22) S SUV,"499,000",93300 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12461764?auc=true
",2023-10-25
2267,2011 Mazda 3 1.6 (ปี 05-10) Spirit Sedan,"199,000",150 - 155K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-spirit-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12272287
",2023-10-25
2268,2020 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"445,000",85 - 90K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12459271?auc=true
",2023-10-25
2270,2012 Mazda BT-50 PRO 2.2 FREE STYLE CAB Hi-Racer Pickup,"288,000",151302 km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองชลบุรี/12438220
",2023-10-25
2271,2019 Mazda 2 1.3 (ปี 15-25) Sports Standard Hatchback,"345,000",70 - 75K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-standard-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12434596?auc=true
",2023-10-25
2272,2015 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"369,000",165 - 170K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12433053?auc=true
",2023-10-25
2273,2013 Mazda 2 1.5 (ปี 09-14) Sports Maxx Sports Hatchback,"289,000",98775 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-maxx-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12425579?auc=true
",2023-10-25
2274,2011 Mazda BT-50 2.5 FREE STYLE CAB V Pickup,"159,000",270 - 275K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-v-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12423726
",2023-10-25
2275,2022 Mazda 2 1.3 (ปี 15-25) S Sedan,"499,000",9334 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-s-ภาคกลาง-อำเภออุทัย/10535055
",2023-10-25
2276,2018 Mazda 2 1.3 (ปี 15-25) High Sedan,"345,000",145 - 150K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-high-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12168744?auc=true
",2023-10-25
2277,1990 Mazda Savanna 1.1 (ปี 71-78) Coupe,"1,190,000",15 - 20K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-savanna-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/11432073
",2023-10-25
2278,2020 Mazda 2 1.3 (ปี 15-25) E Sports Hatchback,"415,000",60 - 65K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-e-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12396692?auc=true
",2023-10-25
2279,2018 Mazda 2 1.3 (ปี 15-22) Sports High Connect Hatchback,"419,000",150 - 155K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-ภาคกลาง-อำเภออุทัย/12045968
",2023-10-25
2280,2022 Mazda 2 1.3 (ปี 15-25) S Sedan,"455,000",60 - 65K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12349711?auc=true
",2023-10-25
